first_name,last_name,age,gender,color,item_name,favorite_color,location,ispurchased,time_spent_looking,price
Hadria,Beachamp,43,Female,Green,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Indigo,France,true,2,$473.25
Jim,Zecchinelli,50,Male,Goldenrod,makalu_mock_out_moccasins_black,Fuscia,Philippines,true,3,$828.90
Galven,Summerell,46,Male,Red,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Goldenrod,United States,false,7,$399.16
Betteanne,Lidyard,33,Female,Red,inc_internalion_concepts_odelya_dress_booties_black,Goldenrod,China,false,2,$869.70
Araldo,Cassley,45,Male,Puce,ugg_classic_ultra_mini_booties_black,Pink,Portugal,true,7,$558.30
Dennie,Brocklehurst,47,Female,Goldenrod,nike_air_max_plus_g_white,Turquoise,France,true,8,$676.27
Nellie,Geering,31,Female,Yellow,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Purple,Iran,false,5,$13.27
Tallulah,Siggens,47,Female,Orange,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Turquoise,China,true,8,$461.78
Darb,Pulbrook,33,Genderfluid,Maroon,inc_internalion_concepts_odelya_dress_booties_black,Violet,Thailand,false,1,$920.03
Josefa,Targetter,46,Genderqueer,Violet,inc_internalion_concepts_odelya_dress_booties_black,Purple,Peru,true,8,$344.30
Cassaundra,Varker,28,Female,Aquamarine,soda_bells_pumps_black,Pink,Indonesia,false,6,$50.94
Stanwood,Easton,54,Male,Teal,Makalu_kinsley_boots_chestnut,Aquamarine,China,true,3,$29.20
Malory,Lanigan,28,Female,Violet,solanz_riddle_sandals_brown,Indigo,Pakistan,true,10,$47.95
Steven,Labes,52,Agender,Goldenrod,crocs_classic_clogs_white,Fuscia,Haiti,false,9,$743.27
Chance,Yarham,37,Male,Khaki,solanz_riddle_sandals_brown,Crimson,Mexico,true,1,$776.16
Jamesy,Amorine,46,Genderqueer,Teal,nike_air_force_1_07_se_lny_white,Red,Indonesia,false,6,$613.55
Ellis,McGeffen,31,Male,Blue,nike_air_max_plus_g_white,Violet,China,false,2,$596.04
Betteann,Elcott,26,Female,Yellow,soda_bells_pumps_black,Turquoise,Thailand,false,1,$514.17
Maressa,Stearn,34,Female,Blue,makalu_mock_out_moccasins_black,Purple,Czech Republic,false,6,$947.19
Lidia,Fleg,46,Female,Red,soda_bells_pumps_black,Puce,Czech Republic,false,4,$741.31
Beverlie,Parlett,43,Female,Orange,ugg_classic_ultra_mini_booties_black,Purple,Kazakhstan,true,1,$884.08
Dani,Daubney,26,Male,Orange,cliffs_by_white_mountain_hearten_lace_up_boots_white,Blue,Indonesia,true,5,$75.94
Grayce,Saddington,41,Female,Teal,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Red,Peru,true,2,$222.17
Daisey,Horrigan,34,Female,Green,Makalu_kinsley_boots_chestnut,Mauv,Sweden,true,4,$837.55
Julianna,Wardlow,34,Female,Goldenrod,ugg_classic_ultra_mini_booties_black,Orange,China,false,4,$678.26
Justinn,Dudhill,35,Female,Teal,Makalu_kinsley_boots_chestnut,Blue,Mexico,false,4,$327.18
Greta,Aleksahkin,48,Female,Pink,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Yellow,Norway,false,8,$884.19
Ariel,Meddings,34,Polygender,Pink,inc_internalion_concepts_odelya_dress_booties_black,Pink,Indonesia,false,1,$300.87
Fields,Stanesby,31,Male,Maroon,converse_chuck_taylor_all_star_madison_white,Goldenrod,French Polynesia,false,4,$518.58
Germana,Creeber,45,Genderfluid,Khaki,inc_internalion_concepts_odelya_dress_booties_black,Aquamarine,China,false,6,$595.43
Tuckie,Larkby,35,Polygender,Maroon,soda_bells_pumps_black,Fuscia,Burkina Faso,false,7,$710.41
Jefferson,Checcuzzi,48,Male,Violet,nike_air_max_plus_g_white,Violet,Brazil,true,6,$199.05
Bentlee,Sparrowhawk,27,Male,Fuscia,nike_air_max_plus_g_white,Pink,Philippines,true,2,$679.05
Ealasaid,Healy,26,Female,Fuscia,Makalu_kinsley_boots_chestnut,Teal,Albania,false,1,$655.58
Nicolina,Mariot,40,Female,Blue,inc_internalion_concepts_odelya_dress_booties_black,Puce,Philippines,false,1,$491.36
Verla,Van Dijk,46,Female,Purple,inc_internalion_concepts_odelya_dress_booties_black,Goldenrod,China,false,5,$61.64
Carmelita,Forman,42,Female,Teal,converse_chuck_taylor_all_star_madison_white,Maroon,China,true,2,$993.48
Neille,Haborn,44,Genderqueer,Aquamarine,Makalu_kinsley_boots_chestnut,Turquoise,Indonesia,false,6,$101.82
Lucais,Goodge,26,Male,Yellow,converse_chuck_taylor_all_star_madison_white,Goldenrod,Mongolia,false,6,$713.48
Rossy,Cowill,46,Male,Puce,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Indigo,Indonesia,true,9,$529.39
Natala,Mahony,38,Female,Goldenrod,Makalu_kinsley_boots_chestnut,Puce,Nigeria,true,3,$304.68
Jorry,Curner,48,Female,Orange,cliffs_by_white_mountain_hearten_lace_up_boots_white,Mauv,Russia,false,3,$339.45
Francoise,Soames,48,Female,Orange,Makalu_kinsley_boots_chestnut,Goldenrod,Indonesia,false,9,$686.20
Sydney,Jachimak,50,Female,Puce,inc_internalion_concepts_odelya_dress_booties_black,Maroon,Philippines,true,6,$644.61
Terrell,Brandli,27,Male,Purple,cliffs_by_white_mountain_hearten_lace_up_boots_white,Maroon,Indonesia,true,9,$693.55
Chrissy,Livick,48,Male,Turquoise,cliffs_by_white_mountain_hearten_lace_up_boots_white,Crimson,China,true,8,$16.86
Bryant,Sturr,33,Male,Purple,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Pink,Portugal,true,1,$913.98
Clarita,Stallon,27,Female,Red,converse_chuck_taylor_all_star_madison_white,Pink,Canada,false,5,$116.23
Idette,Collihole,29,Female,Goldenrod,Makalu_kinsley_boots_chestnut,Aquamarine,Canada,true,7,$298.00
Chandler,Coopper,29,Male,Khaki,converse_chuck_taylor_all_star_madison_white,Violet,France,true,4,$289.47
Jason,Pappin,48,Male,Fuscia,nike_air_max_plus_g_white,Yellow,Russia,false,5,$130.64
Lira,Alvar,37,Female,Khaki,converse_chuck_taylor_all_star_madison_white,Purple,Thailand,false,4,$237.23
Sallee,Root,36,Female,Mauv,makalu_mock_out_moccasins_black,Teal,Indonesia,false,4,$457.30
Steffane,Peter,39,Female,Orange,converse_chuck_taylor_all_star_madison_white,Blue,United States,false,6,$609.96
Florina,Gouldthorp,35,Female,Aquamarine,soda_bells_pumps_black,Green,Jamaica,true,4,$952.87
Jennine,Kubu,29,Female,Blue,ugg_classic_ultra_mini_booties_black,Green,Philippines,false,5,$745.31
Bron,Rushforth,54,Male,Purple,cliffs_by_white_mountain_hearten_lace_up_boots_white,Pink,Indonesia,false,8,$231.03
Joshia,Neller,30,Male,Teal,soda_bells_pumps_black,Orange,Indonesia,false,10,$847.49
Willabella,Mussen,53,Female,Orange,ugg_classic_ultra_mini_booties_black,Aquamarine,Vietnam,true,3,$370.41
Mellisent,Goulstone,42,Female,Mauv,ugg_classic_ultra_mini_booties_black,Crimson,Japan,true,9,$404.73
Ariadne,Ebbrell,30,Female,Maroon,soda_bells_pumps_black,Yellow,Indonesia,false,6,$569.99
Malva,Seamen,43,Female,Khaki,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Indigo,France,true,6,$715.70
Michaela,Lassell,38,Female,Red,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Purple,Russia,true,3,$971.07
Urbano,Fawckner,42,Male,Teal,soda_bells_pumps_black,Puce,Sweden,false,8,$692.77
Kerry,Mucklo,25,Male,Green,Makalu_kinsley_boots_chestnut,Aquamarine,Comoros,true,9,$939.20
Leoline,Sambrok,31,Female,Khaki,Makalu_kinsley_boots_chestnut,Khaki,Malaysia,true,1,$915.14
Ceil,Cake,25,Female,Khaki,cliffs_by_white_mountain_hearten_lace_up_boots_white,Turquoise,Sweden,false,1,$566.86
Weylin,Willbourne,55,Male,Turquoise,soda_bells_pumps_black,Blue,Mexico,true,6,$321.62
Eleni,Hindmoor,42,Female,Pink,converse_chuck_taylor_all_star_madison_white,Maroon,Albania,true,4,$714.74
Faunie,Kinnett,25,Female,Mauv,Makalu_kinsley_boots_chestnut,Puce,Colombia,true,6,$748.67
Geoffrey,Broschke,52,Male,Purple,soda_bells_pumps_black,Purple,Nicaragua,true,1,$152.22
Skyler,Mathely,48,Male,Khaki,solanz_riddle_sandals_brown,Red,Mongolia,true,9,$665.71
Linus,Lyddiard,31,Male,Pink,Makalu_kinsley_boots_chestnut,Red,China,true,7,$407.50
Roana,Ragot,27,Female,Aquamarine,crocs_classic_clogs_white,Mauv,Chad,true,9,$488.27
Tatiania,Matusson,29,Female,Khaki,inc_internalion_concepts_odelya_dress_booties_black,Pink,United Arab Emirates,false,1,$808.97
Annalee,Orcas,36,Female,Pink,inc_internalion_concepts_odelya_dress_booties_black,Turquoise,Indonesia,false,3,$36.70
Jillana,Corbett,47,Female,Teal,inc_internalion_concepts_odelya_dress_booties_black,Indigo,Israel,false,8,$456.12
Lacee,Argent,25,Female,Maroon,converse_chuck_taylor_all_star_madison_white,Green,Norway,true,8,$387.37
Georas,Jeffcock,50,Male,Violet,crocs_classic_clogs_white,Fuscia,Ghana,false,7,$549.54
Nikaniki,Brou,49,Female,Turquoise,nike_air_max_plus_g_white,Aquamarine,Croatia,false,7,$695.12
Tyrone,McQuie,36,Male,Goldenrod,ugg_classic_ultra_mini_booties_black,Yellow,Uzbekistan,false,10,$515.30
Burl,Guisler,50,Male,Orange,cliffs_by_white_mountain_hearten_lace_up_boots_white,Green,China,false,6,$712.01
Jeno,Joslin,35,Male,Khaki,nike_air_force_1_07_se_lny_white,Pink,Indonesia,false,6,$58.94
Raimundo,Dadd,41,Male,Blue,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Yellow,China,false,2,$582.68
Rani,Davidman,43,Female,Turquoise,nike_air_max_plus_g_white,Yellow,Indonesia,false,3,$922.24
Dorthea,Tice,31,Female,Goldenrod,Makalu_kinsley_boots_chestnut,Pink,Russia,false,7,$572.16
Rand,Plose,26,Male,Aquamarine,makalu_mock_out_moccasins_black,Fuscia,China,false,2,$539.56
Cacilia,Rudderham,48,Genderqueer,Teal,makalu_mock_out_moccasins_black,Goldenrod,Portugal,false,4,$53.60
Kipp,Kezourec,55,Male,Puce,Makalu_kinsley_boots_chestnut,Maroon,Philippines,true,7,$660.93
Alfredo,Muspratt,47,Male,Goldenrod,crocs_classic_clogs_white,Mauv,United States,false,2,$192.43
Wilmer,Moakes,48,Male,Green,converse_chuck_taylor_all_star_madison_white,Crimson,Brazil,false,10,$744.25
Lane,Whitcombe,41,Non-binary,Indigo,soda_bells_pumps_black,Khaki,United States,false,6,$773.03
Kelsi,Andreasson,28,Female,Puce,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Indigo,Russia,false,5,$335.41
Amii,Relfe,39,Female,Green,cliffs_by_white_mountain_hearten_lace_up_boots_white,Teal,China,true,2,$552.43
Korella,Hawlgarth,27,Non-binary,Blue,cliffs_by_white_mountain_hearten_lace_up_boots_white,Pink,Syria,false,9,$30.58
Fania,Dimont,41,Female,Mauv,ugg_classic_ultra_mini_booties_black,Khaki,France,false,4,$271.60
Berte,Rapa,41,Female,Purple,inc_internalion_concepts_odelya_dress_booties_black,Turquoise,China,true,5,$555.48
Ulric,Naulty,42,Male,Turquoise,converse_chuck_taylor_all_star_madison_white,Aquamarine,Russia,true,7,$843.57
Norrie,Saladino,32,Male,Maroon,cliffs_by_white_mountain_hearten_lace_up_boots_white,Goldenrod,Portugal,false,7,$691.19
Cirstoforo,O'Noland,30,Male,Fuscia,converse_chuck_taylor_all_star_madison_white,Purple,Peru,true,2,$793.26
Grady,Lownes,49,Male,Fuscia,solanz_riddle_sandals_brown,Orange,China,true,4,$238.82
Boothe,Penhaleurack,39,Male,Puce,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Turquoise,Ukraine,false,9,$357.99
Yuri,MacTurlough,27,Male,Turquoise,ugg_classic_ultra_mini_booties_black,Maroon,China,true,2,$919.26
Ivett,Campo,26,Female,Mauv,makalu_mock_out_moccasins_black,Maroon,Netherlands,true,8,$5.05
Ardra,Dorrins,51,Bigender,Red,cliffs_by_white_mountain_hearten_lace_up_boots_white,Orange,Indonesia,true,3,$55.37
Gabriella,Showell,48,Female,Indigo,solanz_riddle_sandals_brown,Aquamarine,Slovenia,false,10,$979.86
Ambrose,Epgrave,49,Male,Teal,soda_bells_pumps_black,Green,Russia,true,10,$337.25
Alikee,Akred,44,Female,Red,nike_air_max_plus_g_white,Mauv,Philippines,true,2,$202.61
Zeke,Batey,54,Male,Violet,solanz_riddle_sandals_brown,Yellow,Russia,false,9,$416.22
Mariya,Piscotti,30,Female,Turquoise,cliffs_by_white_mountain_hearten_lace_up_boots_white,Goldenrod,Indonesia,true,6,$935.54
Carrol,Izakoff,46,Genderqueer,Maroon,nike_air_max_plus_g_white,Goldenrod,Indonesia,true,10,$616.04
Yehudi,Kingsland,55,Male,Indigo,makalu_mock_out_moccasins_black,Violet,Russia,true,4,$51.61
Bartram,Arminger,42,Male,Violet,crocs_classic_clogs_white,Pink,Russia,true,10,$611.84
Marcos,Wisher,54,Male,Green,makalu_mock_out_moccasins_black,Puce,China,true,7,$81.89
Sonnie,Probyn,37,Male,Pink,soda_bells_pumps_black,Mauv,Portugal,false,9,$440.46
Auberon,Abelevitz,32,Male,Khaki,Makalu_kinsley_boots_chestnut,Orange,Netherlands,false,6,$589.96
Lief,Fieller,43,Male,Crimson,cliffs_by_white_mountain_hearten_lace_up_boots_white,Aquamarine,Canada,true,7,$663.65
Ody,Elsie,52,Male,Red,ugg_classic_ultra_mini_booties_black,Purple,China,true,2,$852.13
Woodman,Camamill,47,Male,Green,inc_internalion_concepts_odelya_dress_booties_black,Khaki,Malta,false,10,$63.38
Floyd,Goulbourn,41,Male,Blue,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Goldenrod,China,false,5,$939.42
Grover,Crosser,51,Male,Green,ugg_classic_ultra_mini_booties_black,Orange,Russia,false,6,$695.47
Candace,Kaszper,25,Female,Fuscia,Makalu_kinsley_boots_chestnut,Violet,China,false,10,$971.87
Devora,Scamerden,37,Female,Fuscia,Makalu_kinsley_boots_chestnut,Yellow,Norway,false,9,$493.56
Broddy,Yashunin,55,Male,Mauv,converse_chuck_taylor_all_star_madison_white,Yellow,Samoa,false,6,$588.30
Fidole,Blenkharn,43,Male,Mauv,makalu_mock_out_moccasins_black,Teal,Indonesia,true,4,$836.24
Gottfried,Baselio,31,Male,Pink,cliffs_by_white_mountain_hearten_lace_up_boots_white,Purple,Iran,true,2,$403.08
Earle,Scaplehorn,25,Male,Puce,makalu_mock_out_moccasins_black,Yellow,China,false,8,$640.81
Sela,Oxbrow,25,Female,Blue,makalu_mock_out_moccasins_black,Maroon,Brazil,true,8,$692.96
Lenci,Bergstram,34,Male,Goldenrod,converse_chuck_taylor_all_star_madison_white,Mauv,Kazakhstan,false,9,$808.64
Emanuele,Schellig,26,Male,Aquamarine,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Teal,Greece,false,1,$932.27
Ermengarde,Corteney,32,Female,Teal,cliffs_by_white_mountain_hearten_lace_up_boots_white,Violet,China,true,10,$496.08
Donall,Dreakin,40,Polygender,Red,cliffs_by_white_mountain_hearten_lace_up_boots_white,Purple,Philippines,true,8,$153.98
Chadd,Siddele,53,Male,Crimson,makalu_mock_out_moccasins_black,Green,North Korea,false,8,$786.47
Caitrin,Spratt,43,Female,Khaki,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Teal,Indonesia,false,1,$549.87
Gates,Ivers,54,Female,Goldenrod,cliffs_by_white_mountain_hearten_lace_up_boots_white,Aquamarine,China,true,8,$453.50
Farrell,Sebire,33,Male,Teal,converse_chuck_taylor_all_star_madison_white,Orange,China,true,2,$45.32
Rooney,Caffery,43,Male,Green,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Puce,China,false,1,$387.52
Barbra,Topling,55,Female,Indigo,inc_internalion_concepts_odelya_dress_booties_black,Yellow,United States,true,3,$106.02
Almeria,Beatey,45,Female,Blue,steve_madden_larina_lace_up_high_heel_ballet_pumps_pink,Maroon,Zimbabwe,false,10,$482.04
Nigel,Kenion,47,Male,Turquoise,converse_chuck_taylor_all_star_madison_white,Khaki,Sweden,true,1,$52.99
Luke,Huntar,37,Male,Yellow,soda_bells_pumps_black,Violet,Sweden,false,3,$810.38
